部门,表中文名,表英文名,部门到前置机状态,异常原因说明,前置机到前置仓状态,异常原因说明,前置仓到贴源层状态,异常原因说明,,部门,表中文名,（前置仓）表英文名,部门到前置机对账状态,异常原因说明,前置仓数据量核对（数据表和对账表是否一致）【暂无更新、不具备采集条件、正常、异常、无法匹配】,异常原因说明,前置仓到贴源层调度状态,异常原因说明
省民族宗教委,地区机构表,mv_dept,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,四川省建设工程竣工验收备案证,gg_zz_surfacedata_jgysba,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,场所相关负责人员关联表,mv_religious_people,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,补贴协议,saj_hsip_subsidy,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,场所管会班子表,mv_religious_manager,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,专家申请基本信息表,p_zj_applyuserinfo,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,基地人员表更表,mv_report_person,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,物业服务企业纳税备案档案表,dbwy_da_nsbab,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,宗教团体信息台账,mv_group,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,房源管理：房源入库、移交、退出业务表,saj_hsip_house_record,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,宗教场所产权登记信息表,mv_religious_property,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,房地产开发企业信用行为表,dbkf_cf_cp_action,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,宗教场所信息表,mv_religious_info,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同主体信息,saj_hsip_rent_contract_ent,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,宗教场所申请信息,mv_religious_apply,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障对象家庭成员,saj_hsip_gua_family_members,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,成果库,mv_result,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障家庭对象申请信息,saj_hsip_apply_record,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,成果库作者表,mv_result_talent,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,施工许可证信息,projectbuilderlicense,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,报考人员表,dg_channel,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,项目基本信息,xm_xmjbxx,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,报考人员表,dg_stu,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,公示申请记录,saj_hsip_publicity_apply,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,报考人员表,dg_template,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,四川省建设工程安全监督备案证,gg_zz_surfacedata_ajba,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,招考报考关联表,dgtask_dgstu,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同主体,tab_zlht_zt,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,拟建基地人员表,mv_unit_people,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁信息,saj_hsip_rent_info,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,拟建基地成果作者表,mv_unit_gain_people,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,安全监督备案(市政),gc_szaqjdba,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,教师表,teacher,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同房屋信息,saj_hsip_rent_contract_house,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,教职人员信息表,mv_teaching_staff,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障家庭对象清单,saj_hsip_family,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,教职人员团体任职表,mv_occupy,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,物业服务企业基础信息,dbwy_da_ent_baseinfo,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,暂住人口表,mv_moment_staff,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,项目公示,saj_hsip_pro_publicity,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,档案信息表,mv_archive,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,企业出资人、股东信息,qy_qyczrgdxx,正常,已经到前置机，未对账,正常,,正常,
省民族宗教委,模范个人表,mw_modelperson,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,补贴协议主体信息,saj_hsip_subsidy_ent,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,模范集体表,mw_modelgroup,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁补充协议表,saj_hsip_rent_cont_replenish,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,民族成份表,mw_data_change,正常,,正常,,正常,,,住房城乡建设厅,主要机械设备信息,qy_zyjqsb,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,汇报_基地成果表人员表,mv_report_gain_auth,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,人员不良行为信息表,cf_emp_badaction,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,职业表,mv_job,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,施工许可证参建单位,gc_sgxkz_ent,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,课题基本信息表,mv_topic,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障配给单位信息副本表,saj_hsip_ration_unit,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,课题成员表,mv_topic_member,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同主表,tab_zlht,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,课题约稿类成果作者表,mv_topic_appoint_auth,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,招标从业人员信息,cf_zb_personcertinfo,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,课题预期研究成果人员表,mv_topic_expect_auth,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,建筑工人进出场信息,projectworkerinoutinfo,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,非法活动事件组织者,mv_illegal_event_org,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,保障对象家庭成员,saj_hsip_family_members,正常,已经到前置机，未对账,异常,,未推送,
省民族宗教委,非法活动人员基本情况,mv_illegal_peop,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,租赁合同成员表,saj_hsip_rent_cont_ent_members,正常,已经到前置机，未对账,正常,,异常,
省民族宗教委,领导班子成员,mv_group_people,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,配给家庭,saj_hsip_ration_family,正常,已经到前置机，未对账,异常,,未推送,
省法院,失信被执行信息,rpt_dsj_sxbzxr,正常,,正常,,异常,,,住房城乡建设厅,消防审验项目信息,py_xfjg_mainproject,正常,已经到前置机，未对账,正常,,异常,
省法院,宣告死亡信息,rpt_dsj_xgsw,正常,,正常,,正常,,,住房城乡建设厅,专家证书表,p_zj_cert,正常,已经到前置机，未对账,正常,,异常,
省法院,案件信息,rpt_dsj_xzajxx,正常,,正常,,正常,,,住房城乡建设厅,机构人员信息表,zljc_personinfo,正常,已经到前置机，未对账,正常,,异常,
省法院,离婚判决信息,rpt_dsj_lhjf,正常,,正常,,正常,,,住房城乡建设厅,建造师业务申请表,cf_construct_appdetial,正常,已经到前置机，未对账,异常,,未推送,
省测绘地理信息局,公共服务,zcchszgdzcsc,正常,,正常,,正常,,,住房城乡建设厅,房地产开发企业基本信息,dbkf_cf_ent_baseinfo,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行改处罚,dchcgzlbhgdxzcfsxhjq,正常,,异常,前置仓数据量核对,未推送,,,住房城乡建设厅,竣工备案信息(市政),xm_jgbaxx_sz,正常,已经到前置机，未对账,异常,,未推送,
省测绘地理信息局,行改处罚,dwagdhqcytglysygjmmddlxxdxzcf,正常,,正常,,正常,,,住房城乡建设厅,企业不良行为情况,cf_ent_badaction,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行改处罚,dwchzzzshchzyzgyqpsdqdchzzzscschhddxzcf,正常,,异常,前置仓数据量核对,未推送,,,住房城乡建设厅,房地产开发企业基础信用信息表,dbkf_cf_cp_baseinfo,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政备案,chdlxxxmbadj,正常,,正常,,正常,,,住房城乡建设厅,污水运营_管网建设信息,wsyy_gwjsinfo,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政备案,chzzdwfzjgdj,正常,,正常,,正常,,,住房城乡建设厅,租赁合同房源关联信息,saj_hsip_rent_contract_house_rel,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政备案,wxdhdwjzzjsba,正常,,异常,前置仓数据量核对,未推送,,,住房城乡建设厅,垃圾处理基本信息,ljcl_baseinfo,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政检查,chzzsp,正常,,正常,,正常,,,住房城乡建设厅,保障对象家庭资格,saj_hsip_gua_family_qua,正常,已经到前置机，未对账,异常,,未推送,
省测绘地理信息局,行政确认,chzzdwmcfrdzbgdj,正常,,正常,,异常,,,住房城乡建设厅,补贴划拨,saj_hsip_subsidy_transfer,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政确认,chzzdwmcfrdzzzzx,正常,,正常,,正常,,,住房城乡建设厅,污水处理基本信息,wscl_baseinfo,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政确认,chzzsp,正常,,正常,,正常,,,住房城乡建设厅,物业服务企业人员档案,dbwy_da_emp,正常,已经到前置机，未对账,异常,,未推送,
省测绘地理信息局,行政许可,dtsh,正常,,正常,,正常,,,住房城乡建设厅,保障对象家庭资格,saj_hsip_family_qua,正常,已经到前置机，未对账,正常,,异常,
省测绘地理信息局,行政许可,jlxddldpmzbxtspsxqd,正常,,正常,,正常,,,住房城乡建设厅,质量监督人员证书业务表,cf_zljd_certapply,正常,已经到前置机，未对账,正常,,正常,
省测绘地理信息局,行政许可,lygjmmchdlxxcgsp,正常,,正常,,异常,,,住房城乡建设厅,施工许可证参建人员,gc_sgxkz_emp,正常,已经到前置机，未对账,正常,,异常,
省烟草专卖局,烟草零售户信息,sjhj_r_license_info,正常,,正常,,异常,,,住房城乡建设厅,销售许可（包括现房销售备案）,tab_ysxk,正常,已经到前置机，未对账,正常,,正常,
省粮食和储备局,人才队伍,flow_team_genius,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,协议市场租赁合同信息,saj_hsip_subsidy_rent_info,正常,已经到前置机，未对账,异常,,未推送,
省粮食和储备局,仓储设施处置表,disposal_application,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,申请家庭成员,saj_hsip_apply_members,正常,已经到前置机，未对账,正常,,异常,
省粮食和储备局,仓库基础信息,info_store,正常,,正常,,异常,,,住房城乡建设厅,项目公示项目信息,saj_hsip_pro_publicity_project,正常,已经到前置机，未对账,异常,,未推送,
省粮食和储备局,仓房基础信息,info_store_house,正常,已经到前置机，未对账,未推送,,未推送,,,住房城乡建设厅,施工许可证信息,gc_sgxkz,正常,已经到前置机，未对账,异常,,未推送,
省粮食和储备局,企业备案,flow_unit_records,正常,,正常,,异常,,,住房城乡建设厅,建筑工人信息,projectworkerinfo,正常,已经到前置机，未对账,正常,,正常,
